Sr no ,region,country,emissions,type,segment,reason,baseYear,
1364,North America,Canada,42.62068176,Other,Total,All,2019-2021,
1365,North America,Canada,897.965271,Waste,Total,All,2019-2021,
1366,North America,Mexico,2420.791016,Agriculture,Total,All,2019-2021,
1367,North America,Mexico,74.12000275,Energy,Bioenergy,All,2022,
1368,North America,Mexico,33.4457016,Energy,Coking coal,All,2022,
1369,North America,Mexico,171.9029999,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1370,North America,Mexico,91.65859985,Energy,Gas pipelines and LNG facilities,Vented,2022,
1371,North America,Mexico,15.5060997,Energy,Offshore gas,Fugitive,2022,
1372,North America,Mexico,33.64490128,Energy,Offshore gas,Vented,2022,
1373,North America,Mexico,195.1060028,Energy,Offshore oil,Flared,2022,
1374,North America,Mexico,35.65219879,Energy,Offshore oil,Fugitive,2022,
1375,North America,Mexico,483.019989,Energy,Offshore oil,Vented,2022,
1376,North America,Mexico,27.29030037,Energy,Onshore gas,Fugitive,2022,
1377,North America,Mexico,59.21419907,Energy,Onshore gas,Vented,2022,
1378,North America,Mexico,64.87930298,Energy,Onshore oil,Flared,2022,
1379,North America,Mexico,15.19279957,Energy,Onshore oil,Fugitive,2022,
1380,North America,Mexico,205.8339996,Energy,Onshore oil,Vented,2022,
1381,North America,Mexico,0.989216387,Energy,Other from coal,All,2022,
1382,North America,Mexico,55.01842117,Energy,Other from oil and gas,All,2022,
1383,North America,Mexico,18.85449982,Energy,Steam coal,All,2022,
1385,North America,Mexico,54.36140442,Other,Total,All,2019-2021,
1386,North America,Mexico,1994.627441,Waste,Total,All,2019-2021,
1387,North America,United States,9409.325195,Agriculture,Total,All,2019-2021,
1388,North America,United States,237.8439941,Energy,Bioenergy,All,2022,
1389,North America,United States,829.1829834,Energy,Coking coal,All,2022,
1390,North America,United States,1781.369995,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1391,North America,United States,949.8289795,Energy,Gas pipelines and LNG facilities,Vented,2022,
1392,North America,United States,19.60790062,Energy,Offshore gas,Fugitive,2022,
1393,North America,United States,42.54499817,Energy,Offshore gas,Vented,2022,
1394,North America,United States,21.64189911,Energy,Offshore oil,Flared,2022,
1395,North America,United States,18.31040001,Energy,Offshore oil,Fugitive,2022,
1396,North America,United States,248.0700073,Energy,Offshore oil,Vented,2022,
1397,North America,United States,1756.949951,Energy,Onshore gas,Fugitive,2022,
1398,North America,United States,3812.209961,Energy,Onshore gas,Vented,2022,
1399,North America,United States,436.6229858,Energy,Onshore oil,Flared,2022,
1400,North America,United States,309.1589966,Energy,Onshore oil,Fugitive,2022,
1401,North America,United States,4188.52002,Energy,Onshore oil,Vented,2022,
1402,North America,United States,22.06521988,Energy,Other from coal,All,2022,
1403,North America,United States,569.8220825,Energy,Other from oil and gas,All,2022,
1404,North America,United States,357.6000061,Energy,Satellite-detected large oil and gas emissions,All,2022,
1405,North America,United States,1168.280029,Energy,Steam coal,All,2022,
1407,North America,United States,538.3626099,Other,Total,All,2019-2021,
1408,North America,United States,5117.928223,Waste,Total,All,2019-2021,
1409,Other,Other,7259.01416,Agriculture,Total,All,2019-2021,
1410,Other,Other,1187.472046,Energy,Bioenergy,All,2022,
1411,Other,Other,17.06649971,Energy,Coking coal,All,2022,
1412,Other,Other,74.35669708,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1413,Other,Other,39.64707184,Energy,Gas pipelines and LNG facilities,Vented,2022,
1414,Other,Other,1.773219943,Energy,Offshore gas,Fugitive,2022,
1415,Other,Other,3.847510099,Energy,Offshore gas,Vented,2022,
1416,Other,Other,0.000459294,Energy,Offshore oil,Flared,2022,
1417,Other,Other,0.00195052,Energy,Offshore oil,Fugitive,2022,
1418,Other,Other,0.026425799,Energy,Offshore oil,Vented,2022,
1419,Other,Other,8.069641113,Energy,Onshore gas,Fugitive,2022,
1420,Other,Other,17.50946617,Energy,Onshore gas,Vented,2022,
1421,Other,Other,80.96200562,Energy,Onshore oil,Flared,2022,
1422,Other,Other,6.055017948,Energy,Onshore oil,Fugitive,2022,
1423,Other,Other,82.0338974,Energy,Onshore oil,Vented,2022,
1424,Other,Other,35.80628967,Energy,Other from coal,All,2022,
1425,Other,Other,28.1249733,Energy,Other from oil and gas,All,2022,
1426,Other,Other,838.1268921,Energy,Steam coal,All,2022,
1428,Other,Other,682.0879517,Other,Total,All,2019-2021,
1429,Other,Other,3214.495117,Waste,Total,All,2019-2021,
1430,Russia & Caspian,Azerbaijan,195.197525,Agriculture,Total,All,2019-2021,
1431,Russia & Caspian,Azerbaijan,0.379999995,Energy,Bioenergy,All,2022,
1432,Russia & Caspian,Azerbaijan,21.31760025,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1433,Russia & Caspian,Azerbaijan,11.3664999,Energy,Gas pipelines and LNG facilities,Vented,2022,
1434,Russia & Caspian,Azerbaijan,27.93440056,Energy,Offshore gas,Fugitive,2022,
1435,Russia & Caspian,Azerbaijan,60.61180115,Energy,Offshore gas,Vented,2022,
1436,Russia & Caspian,Azerbaijan,6.793159962,Energy,Offshore oil,Flared,2022,
1437,Russia & Caspian,Azerbaijan,10.47410011,Energy,Offshore oil,Fugitive,2022,
1438,Russia & Caspian,Azerbaijan,141.9049988,Energy,Offshore oil,Vented,2022,
1439,Russia & Caspian,Azerbaijan,0.315973997,Energy,Onshore gas,Fugitive,2022,
1440,Russia & Caspian,Azerbaijan,0.685598016,Energy,Onshore gas,Vented,2022,
1441,Russia & Caspian,Azerbaijan,1.023149967,Energy,Onshore oil,Flared,2022,
1442,Russia & Caspian,Azerbaijan,2.529419899,Energy,Onshore oil,Fugitive,2022,
1443,Russia & Caspian,Azerbaijan,34.26879883,Energy,Onshore oil,Vented,2022,
1444,Russia & Caspian,Azerbaijan,3.649460316,Energy,Other from oil and gas,All,2022,
1446,Russia & Caspian,Azerbaijan,0.960434616,Other,Total,All,2019-2021,
1447,Russia & Caspian,Azerbaijan,104.275032,Waste,Total,All,2019-2021,
1448,Russia & Caspian,Kazakhstan,762.0980835,Agriculture,Total,All,2019-2021,
1449,Russia & Caspian,Kazakhstan,0.603999972,Energy,Bioenergy,All,2022,
1450,Russia & Caspian,Kazakhstan,103.2850037,Energy,Coking coal,All,2022,
1451,Russia & Caspian,Kazakhstan,60.72040176,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1452,Russia & Caspian,Kazakhstan,32.37609863,Energy,Gas pipelines and LNG facilities,Vented,2022,
1453,Russia & Caspian,Kazakhstan,14.49530029,Energy,Offshore gas,Fugitive,2022,
1454,Russia & Caspian,Kazakhstan,31.45179939,Energy,Offshore gas,Vented,2022,
1455,Russia & Caspian,Kazakhstan,17.77440071,Energy,Offshore oil,Flared,2022,
1456,Russia & Caspian,Kazakhstan,14.82219982,Energy,Offshore oil,Fugitive,2022,
1457,Russia & Caspian,Kazakhstan,200.8130035,Energy,Offshore oil,Vented,2022,
1458,Russia & Caspian,Kazakhstan,79.2111969,Energy,Onshore gas,Fugitive,2022,
1459,Russia & Caspian,Kazakhstan,171.871994,Energy,Onshore gas,Vented,2022,
1460,Russia & Caspian,Kazakhstan,85.6411972,Energy,Onshore oil,Flared,2022,
1461,Russia & Caspian,Kazakhstan,77.76779938,Energy,Onshore oil,Fugitive,2022,
1462,Russia & Caspian,Kazakhstan,1053.609985,Energy,Onshore oil,Vented,2022,
1463,Russia & Caspian,Kazakhstan,54.9390564,Energy,Other from coal,All,2022,
1464,Russia & Caspian,Kazakhstan,13.90158558,Energy,Other from oil and gas,All,2022,
1465,Russia & Caspian,Kazakhstan,77,Energy,Satellite-detected large oil and gas emissions,All,2022,
1466,Russia & Caspian,Kazakhstan,650.276123,Energy,Steam coal,All,2022,
1468,Russia & Caspian,Kazakhstan,17.40706062,Other,Total,All,2019-2021,
1469,Russia & Caspian,Kazakhstan,198.9350128,Waste,Total,All,2019-2021,
1470,Russia & Caspian,Russia,2022.095947,Agriculture,Total,All,2019-2021,
1471,Russia & Caspian,Russia,28.38800049,Energy,Bioenergy,All,2022,
1472,Russia & Caspian,Russia,1810.680054,Energy,Coking coal,All,2022,
1473,Russia & Caspian,Russia,1231.369995,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1474,Russia & Caspian,Russia,656.5679932,Energy,Gas pipelines and LNG facilities,Vented,2022,
1475,Russia & Caspian,Russia,35.04520035,Energy,Offshore gas,Fugitive,2022,
1476,Russia & Caspian,Russia,76.040802,Energy,Offshore gas,Vented,2022,
1477,Russia & Caspian,Russia,32.23789978,Energy,Offshore oil,Flared,2022,
1478,Russia & Caspian,Russia,9.273099899,Energy,Offshore oil,Fugitive,2022,
1479,Russia & Caspian,Russia,125.6330032,Energy,Offshore oil,Vented,2022,
1480,Russia & Caspian,Russia,1256.52002,Energy,Onshore gas,Fugitive,2022,
1481,Russia & Caspian,Russia,2726.389893,Energy,Onshore gas,Vented,2022,
1482,Russia & Caspian,Russia,1168.01001,Energy,Onshore oil,Flared,2022,
1483,Russia & Caspian,Russia,353.131012,Energy,Onshore oil,Fugitive,2022,
1484,Russia & Caspian,Russia,4784.25,Energy,Onshore oil,Vented,2022,
1485,Russia & Caspian,Russia,75.20860291,Energy,Other from coal,All,2022,
1486,Russia & Caspian,Russia,103.7083893,Energy,Other from oil and gas,All,2022,
1487,Russia & Caspian,Russia,1014,Energy,Satellite-detected large oil and gas emissions,All,2022,
1488,Russia & Caspian,Russia,2591.629883,Energy,Steam coal,All,2022,
1490,Russia & Caspian,Russia,323.4216309,Other,Total,All,2019-2021,
1491,Russia & Caspian,Russia,3931.244385,Waste,Total,All,2019-2021,
1492,Russia & Caspian,Turkmenistan,304.8717651,Agriculture,Total,All,2019-2021,
1493,Russia & Caspian,Turkmenistan,0.088,Energy,Bioenergy,All,2022,
1494,Russia & Caspian,Turkmenistan,312.3999939,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1495,Russia & Caspian,Turkmenistan,166.5720062,Energy,Gas pipelines and LNG facilities,Vented,2022,
1496,Russia & Caspian,Turkmenistan,42.43690109,Energy,Offshore gas,Fugitive,2022,
1497,Russia & Caspian,Turkmenistan,92.07929993,Energy,Offshore gas,Vented,2022,
1498,Russia & Caspian,Turkmenistan,79.73259735,Energy,Offshore oil,Flared,2022,
1499,Russia & Caspian,Turkmenistan,21.70100021,Energy,Offshore oil,Fugitive,2022,
1500,Russia & Caspian,Turkmenistan,294.0079956,Energy,Offshore oil,Vented,2022,
1501,Russia & Caspian,Turkmenistan,600.8790283,Energy,Onshore gas,Fugitive,2022,
1502,Russia & Caspian,Turkmenistan,1303.780029,Energy,Onshore gas,Vented,2022,
1503,Russia & Caspian,Turkmenistan,71.36699677,Energy,Onshore oil,Flared,2022,
1504,Russia & Caspian,Turkmenistan,25.29610062,Energy,Onshore oil,Fugitive,2022,
1505,Russia & Caspian,Turkmenistan,342.7149963,Energy,Onshore oil,Vented,2022,
1506,Russia & Caspian,Turkmenistan,6.985953808,Energy,Other from oil and gas,All,2022,
1507,Russia & Caspian,Turkmenistan,1380,Energy,Satellite-detected large oil and gas emissions,All,2022,
1509,Russia & Caspian,Turkmenistan,1.414801121,Other,Total,All,2019-2021,
1510,Russia & Caspian,Turkmenistan,48.02981186,Waste,Total,All,2019-2021,
1511,Russia & Caspian,Uzbekistan,901.6826172,Agriculture,Total,All,2019-2021,
1512,Russia & Caspian,Uzbekistan,0.012,Energy,Bioenergy,All,2022,
1513,Russia & Caspian,Uzbekistan,151.1710052,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
1514,Russia & Caspian,Uzbekistan,80.60440063,Energy,Gas pipelines and LNG facilities,Vented,2022,
1515,Russia & Caspian,Uzbekistan,127.3889999,Energy,Onshore gas,Fugitive,2022,
1516,Russia & Caspian,Uzbekistan,276.4079895,Energy,Onshore gas,Vented,2022,
1517,Russia & Caspian,Uzbekistan,36.35739899,Energy,Onshore oil,Flared,2022,
1518,Russia & Caspian,Uzbekistan,4.675829887,Energy,Onshore oil,Fugitive,2022,
1519,Russia & Caspian,Uzbekistan,63.34859848,Energy,Onshore oil,Vented,2022,
1520,Russia & Caspian,Uzbekistan,5.676000118,Energy,Other from coal,All,2022,
1521,Russia & Caspian,Uzbekistan,16.97391701,Energy,Other from oil and gas,All,2022,
1522,Russia & Caspian,Uzbekistan,18.29999924,Energy,Satellite-detected large oil and gas emissions,All,2022,
1524,Russia & Caspian,Uzbekistan,3.845616341,Other,Total,All,2019-2021,
1525,Russia & Caspian,Uzbekistan,280.4182434,Waste,Total,All,2019-2021,
