Sr no ,region,country,emissions,type,segment,reason,baseYear,
599,Asia Pacific,New Zealand,8.055159569,Other,Total,All,2019-2021,
600,Asia Pacific,New Zealand,165.2618866,Waste,Total,All,2019-2021,
601,Asia Pacific,Other countries in Southeast Asia,3300.293701,Agriculture,Total,All,2019-2021,
602,Asia Pacific,Other countries in Southeast Asia,173.8399963,Energy,Bioenergy,All,2022,
603,Asia Pacific,Other countries in Southeast Asia,34.18889999,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
604,Asia Pacific,Other countries in Southeast Asia,18.22960091,Energy,Gas pipelines and LNG facilities,Vented,2022,
605,Asia Pacific,Other countries in Southeast Asia,29.40029907,Energy,Offshore gas,Fugitive,2022,
606,Asia Pacific,Other countries in Southeast Asia,63.79259872,Energy,Offshore gas,Vented,2022,
607,Asia Pacific,Other countries in Southeast Asia,0.640964985,Energy,Onshore gas,Fugitive,2022,
608,Asia Pacific,Other countries in Southeast Asia,1.390759945,Energy,Onshore gas,Vented,2022,
609,Asia Pacific,Other countries in Southeast Asia,0.414894998,Energy,Onshore oil,Flared,2022,
610,Asia Pacific,Other countries in Southeast Asia,0.280330002,Energy,Onshore oil,Fugitive,2022,
611,Asia Pacific,Other countries in Southeast Asia,3.797940016,Energy,Onshore oil,Vented,2022,
612,Asia Pacific,Other countries in Southeast Asia,12.21580029,Energy,Other from coal,All,2022,
613,Asia Pacific,Other countries in Southeast Asia,11.37414265,Energy,Other from oil and gas,All,2022,
614,Asia Pacific,Other countries in Southeast Asia,177.7610016,Energy,Steam coal,All,2022,
616,Asia Pacific,Other countries in Southeast Asia,149.1690063,Other,Total,All,2019-2021,
617,Asia Pacific,Other countries in Southeast Asia,436.8053589,Waste,Total,All,2019-2021,
618,Asia Pacific,Pakistan,5319.456055,Agriculture,Total,All,2019-2021,
619,Asia Pacific,Pakistan,413.5599976,Energy,Bioenergy,All,2022,
620,Asia Pacific,Pakistan,124.1309967,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
621,Asia Pacific,Pakistan,66.18669891,Energy,Gas pipelines and LNG facilities,Vented,2022,
622,Asia Pacific,Pakistan,68.3219986,Energy,Onshore gas,Fugitive,2022,
623,Asia Pacific,Pakistan,148.2449951,Energy,Onshore gas,Vented,2022,
624,Asia Pacific,Pakistan,12.83520031,Energy,Onshore oil,Flared,2022,
625,Asia Pacific,Pakistan,4.192679882,Energy,Onshore oil,Fugitive,2022,
626,Asia Pacific,Pakistan,56.80289841,Energy,Onshore oil,Vented,2022,
627,Asia Pacific,Pakistan,3.184000015,Energy,Other from coal,All,2022,
628,Asia Pacific,Pakistan,19.53989983,Energy,Other from oil and gas,All,2022,
629,Asia Pacific,Pakistan,3.400000095,Energy,Satellite-detected large oil and gas emissions,All,2022,
631,Asia Pacific,Pakistan,156.0366821,Other,Total,All,2019-2021,
632,Asia Pacific,Pakistan,854.3361206,Waste,Total,All,2019-2021,
633,Asia Pacific,Philippines,1714.848877,Agriculture,Total,All,2019-2021,
634,Asia Pacific,Philippines,73.87999725,Energy,Bioenergy,All,2022,
635,Asia Pacific,Philippines,6.856989861,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
636,Asia Pacific,Philippines,3.656150103,Energy,Gas pipelines and LNG facilities,Vented,2022,
637,Asia Pacific,Philippines,4.89136982,Energy,Offshore gas,Fugitive,2022,
638,Asia Pacific,Philippines,10.61330032,Energy,Offshore gas,Vented,2022,
639,Asia Pacific,Philippines,0.087097503,Energy,Offshore oil,Flared,2022,
640,Asia Pacific,Philippines,0.039599601,Energy,Offshore oil,Fugitive,2022,
641,Asia Pacific,Philippines,0.536499977,Energy,Offshore oil,Vented,2022,
642,Asia Pacific,Philippines,0.439119011,Energy,Onshore oil,Flared,2022,
643,Asia Pacific,Philippines,0.394347996,Energy,Onshore oil,Fugitive,2022,
644,Asia Pacific,Philippines,5.342669964,Energy,Onshore oil,Vented,2022,
645,Asia Pacific,Philippines,1.284000039,Energy,Other from coal,All,2022,
646,Asia Pacific,Philippines,8.413165092,Energy,Other from oil and gas,All,2022,
648,Asia Pacific,Philippines,52.23356628,Other,Total,All,2019-2021,
649,Asia Pacific,Philippines,649.7924805,Waste,Total,All,2019-2021,
650,Asia Pacific,Thailand,2078.933838,Agriculture,Total,All,2019-2021,
651,Asia Pacific,Thailand,52.02000046,Energy,Bioenergy,All,2022,
652,Asia Pacific,Thailand,119.2990036,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
653,Asia Pacific,Thailand,63.61019897,Energy,Gas pipelines and LNG facilities,Vented,2022,
654,Asia Pacific,Thailand,39.90739822,Energy,Offshore gas,Fugitive,2022,
655,Asia Pacific,Thailand,86.59079742,Energy,Offshore gas,Vented,2022,
656,Asia Pacific,Thailand,3.351210117,Energy,Offshore oil,Flared,2022,
657,Asia Pacific,Thailand,1.732089996,Energy,Offshore oil,Fugitive,2022,
658,Asia Pacific,Thailand,23.46649933,Energy,Offshore oil,Vented,2022,
659,Asia Pacific,Thailand,2.113739967,Energy,Onshore gas,Fugitive,2022,
660,Asia Pacific,Thailand,4.586369991,Energy,Onshore gas,Vented,2022,
661,Asia Pacific,Thailand,7.769750118,Energy,Onshore oil,Flared,2022,
662,Asia Pacific,Thailand,6.972569942,Energy,Onshore oil,Fugitive,2022,
663,Asia Pacific,Thailand,94.46499634,Energy,Onshore oil,Vented,2022,
664,Asia Pacific,Thailand,3.907999992,Energy,Other from coal,All,2022,
665,Asia Pacific,Thailand,25.45604897,Energy,Other from oil and gas,All,2022,
667,Asia Pacific,Thailand,56.79174042,Other,Total,All,2019-2021,
668,Asia Pacific,Thailand,703.9661255,Waste,Total,All,2019-2021,
669,Asia Pacific,Vietnam,2193.262695,Agriculture,Total,All,2019-2021,
670,Asia Pacific,Vietnam,35.84000015,Energy,Bioenergy,All,2022,
671,Asia Pacific,Vietnam,15.09599972,Energy,Other from coal,All,2022,
672,Asia Pacific,Vietnam,9.99600029,Energy,Other from oil and gas,All,2022,
674,Asia Pacific,Vietnam,34.76865387,Other,Total,All,2019-2021,
675,Asia Pacific,Vietnam,783.7750244,Waste,Total,All,2019-2021,
676,Central and South America,Argentina,3152.932617,Agriculture,Total,All,2019-2021,
677,Central and South America,Argentina,7.06799984,Energy,Bioenergy,All,2022,
678,Central and South America,Argentina,116.4029999,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
679,Central and South America,Argentina,62.06639862,Energy,Gas pipelines and LNG facilities,Vented,2022,
680,Central and South America,Argentina,11.39500046,Energy,Offshore gas,Fugitive,2022,
681,Central and South America,Argentina,24.72489929,Energy,Offshore gas,Vented,2022,
682,Central and South America,Argentina,0.289297998,Energy,Offshore oil,Flared,2022,
683,Central and South America,Argentina,0.112797998,Energy,Offshore oil,Fugitive,2022,
684,Central and South America,Argentina,1.52820003,Energy,Offshore oil,Vented,2022,
685,Central and South America,Argentina,129.5200043,Energy,Onshore gas,Fugitive,2022,
686,Central and South America,Argentina,281.0320129,Energy,Onshore gas,Vented,2022,
687,Central and South America,Argentina,108.0429993,Energy,Onshore oil,Flared,2022,
688,Central and South America,Argentina,35.35549927,Energy,Onshore oil,Fugitive,2022,
689,Central and South America,Argentina,479,Energy,Onshore oil,Vented,2022,
690,Central and South America,Argentina,0.059999999,Energy,Other from coal,All,2022,
691,Central and South America,Argentina,23.19548416,Energy,Other from oil and gas,All,2022,
692,Central and South America,Argentina,27.29999924,Energy,Satellite-detected large oil and gas emissions,All,2022,
694,Central and South America,Argentina,85.40563965,Other,Total,All,2019-2021,
695,Central and South America,Argentina,705.7312622,Waste,Total,All,2019-2021,
696,Central and South America,Bolivia,673.7541504,Agriculture,Total,All,2019-2021,
697,Central and South America,Bolivia,2.15199995,Energy,Bioenergy,All,2022,
698,Central and South America,Bolivia,10.98250008,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
699,Central and South America,Bolivia,5.855899811,Energy,Gas pipelines and LNG facilities,Vented,2022,
700,Central and South America,Bolivia,26.05279922,Energy,Onshore gas,Fugitive,2022,
701,Central and South America,Bolivia,56.52909851,Energy,Onshore gas,Vented,2022,
702,Central and South America,Bolivia,1.741840005,Energy,Onshore oil,Flared,2022,
703,Central and South America,Bolivia,1.429530025,Energy,Onshore oil,Fugitive,2022,
704,Central and South America,Bolivia,19.36739922,Energy,Onshore oil,Vented,2022,
705,Central and South America,Bolivia,0.004,Energy,Other from coal,All,2022,
706,Central and South America,Bolivia,3.981514454,Energy,Other from oil and gas,All,2022,
708,Central and South America,Bolivia,146.3830414,Other,Total,All,2019-2021,
709,Central and South America,Bolivia,87.08856201,Waste,Total,All,2019-2021,
710,Central and South America,Brazil,14020.08887,Agriculture,Total,All,2019-2021,
711,Central and South America,Brazil,244.1799927,Energy,Bioenergy,All,2022,
712,Central and South America,Brazil,112.8280029,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
713,Central and South America,Brazil,60.15999985,Energy,Gas pipelines and LNG facilities,Vented,2022,
714,Central and South America,Brazil,34.76699829,Energy,Offshore gas,Fugitive,2022,
715,Central and South America,Brazil,75.43710327,Energy,Offshore gas,Vented,2022,
716,Central and South America,Brazil,33.56959915,Energy,Offshore oil,Flared,2022,
717,Central and South America,Brazil,68.62200165,Energy,Offshore oil,Fugitive,2022,
718,Central and South America,Brazil,929.697998,Energy,Offshore oil,Vented,2022,
719,Central and South America,Brazil,6.868589878,Energy,Onshore gas,Fugitive,2022,
720,Central and South America,Brazil,14.90340042,Energy,Onshore gas,Vented,2022,
721,Central and South America,Brazil,2.924030066,Energy,Onshore oil,Flared,2022,
722,Central and South America,Brazil,6.964920044,Energy,Onshore oil,Fugitive,2022,
723,Central and South America,Brazil,94.3615036,Energy,Onshore oil,Vented,2022,
724,Central and South America,Brazil,2.926365852,Energy,Other from coal,All,2022,
725,Central and South America,Brazil,55.15477753,Energy,Other from oil and gas,All,2022,
726,Central and South America,Brazil,13.13010025,Energy,Steam coal,All,2022,
728,Central and South America,Brazil,387.7013855,Other,Total,All,2019-2021,
729,Central and South America,Brazil,3800.057129,Waste,Total,All,2019-2021,
730,Central and South America,Colombia,1795.903198,Agriculture,Total,All,2019-2021,
731,Central and South America,Colombia,42.11999893,Energy,Bioenergy,All,2022,
732,Central and South America,Colombia,25.47529984,Energy,Coking coal,All,2022,
733,Central and South America,Colombia,20.60720062,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
734,Central and South America,Colombia,10.98779964,Energy,Gas pipelines and LNG facilities,Vented,2022,
735,Central and South America,Colombia,1.987349987,Energy,Offshore gas,Fugitive,2022,
736,Central and South America,Colombia,4.312139988,Energy,Offshore gas,Vented,2022,
737,Central and South America,Colombia,15.18519974,Energy,Onshore gas,Fugitive,2022,
738,Central and South America,Colombia,32.94869995,Energy,Onshore gas,Vented,2022,
739,Central and South America,Colombia,15.71339989,Energy,Onshore oil,Flared,2022,
740,Central and South America,Colombia,16.52219963,Energy,Onshore oil,Fugitive,2022,
741,Central and South America,Colombia,223.8450012,Energy,Onshore oil,Vented,2022,
742,Central and South America,Colombia,1.008000016,Energy,Other from coal,All,2022,
743,Central and South America,Colombia,9.723006248,Energy,Other from oil and gas,All,2022,
744,Central and South America,Colombia,357.7260132,Energy,Steam coal,All,2022,
746,Central and South America,Colombia,17.21392632,Other,Total,All,2019-2021,
747,Central and South America,Colombia,643.7293091,Waste,Total,All,2019-2021,
748,Central and South America,Cuba,267.4549255,Agriculture,Total,All,2019-2021,
749,Central and South America,Cuba,2.563999891,Energy,Bioenergy,All,2022,
750,Central and South America,Cuba,2.105560064,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
751,Central and South America,Cuba,1.122689962,Energy,Gas pipelines and LNG facilities,Vented,2022,
752,Central and South America,Cuba,0.037155401,Energy,Offshore oil,Flared,2022,
753,Central and South America,Cuba,0.161456004,Energy,Offshore oil,Fugitive,2022,
754,Central and South America,Cuba,2.187419891,Energy,Offshore oil,Vented,2022,
755,Central and South America,Cuba,1.121819973,Energy,Onshore gas,Fugitive,2022,
756,Central and South America,Cuba,2.434109926,Energy,Onshore gas,Vented,2022,
757,Central and South America,Cuba,0.113169,Energy,Onshore oil,Flared,2022,
758,Central and South America,Cuba,0.520560026,Energy,Onshore oil,Fugitive,2022,
759,Central and South America,Cuba,7.052599907,Energy,Onshore oil,Vented,2022,
760,Central and South America,Cuba,1.644550562,Energy,Other from oil and gas,All,2022,
762,Central and South America,Cuba,2.341588259,Other,Total,All,2019-2021,
763,Central and South America,Cuba,160.3751678,Waste,Total,All,2019-2021,
764,Central and South America,Ecuador,359.8713684,Agriculture,Total,All,2019-2021,
765,Central and South America,Ecuador,2.640000105,Energy,Bioenergy,All,2022,
766,Central and South America,Ecuador,1.24052,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
767,Central and South America,Ecuador,0.661444008,Energy,Gas pipelines and LNG facilities,Vented,2022,
768,Central and South America,Ecuador,0.688250005,Energy,Offshore gas,Fugitive,2022,
769,Central and South America,Ecuador,1.493360043,Energy,Offshore gas,Vented,2022,
770,Central and South America,Ecuador,0.089255303,Energy,Onshore gas,Fugitive,2022,
771,Central and South America,Ecuador,0.193664998,Energy,Onshore gas,Vented,2022,
772,Central and South America,Ecuador,33.08760071,Energy,Onshore oil,Flared,2022,
773,Central and South America,Ecuador,15.96049976,Energy,Onshore oil,Fugitive,2022,
774,Central and South America,Ecuador,216.2350006,Energy,Onshore oil,Vented,2022,
775,Central and South America,Ecuador,4.809664726,Energy,Other from oil and gas,All,2022,
777,Central and South America,Ecuador,3.937007189,Other,Total,All,2019-2021,
778,Central and South America,Ecuador,235.4030609,Waste,Total,All,2019-2021,
779,Central and South America,Guyana,57.39715576,Agriculture,Total,All,2019-2021,
780,Central and South America,Guyana,0.34799999,Energy,Bioenergy,All,2022,
781,Central and South America,Guyana,0.894802988,Energy,Offshore oil,Flared,2022,
782,Central and South America,Guyana,3.161030054,Energy,Offshore oil,Fugitive,2022,
783,Central and South America,Guyana,42.82590103,Energy,Offshore oil,Vented,2022,
784,Central and South America,Guyana,0.340000004,Energy,Other from oil and gas,All,2022,
786,Central and South America,Guyana,1.915329933,Other,Total,All,2019-2021,
787,Central and South America,Guyana,8.314965248,Waste,Total,All,2019-2021,
788,Central and South America,Paraguay,835.0689087,Agriculture,Total,All,2019-2021,
789,Central and South America,Paraguay,15.16800022,Energy,Bioenergy,All,2022,
790,Central and South America,Paraguay,1.180090904,Energy,Other from oil and gas,All,2022,
792,Central and South America,Paraguay,13.04007912,Other,Total,All,2019-2021,
793,Central and South America,Paraguay,115.2610397,Waste,Total,All,2019-2021,
794,Central and South America,Peru,639.6949463,Agriculture,Total,All,2019-2021,
795,Central and South America,Peru,29.6439991,Energy,Bioenergy,All,2022,
796,Central and South America,Peru,11.3973999,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
797,Central and South America,Peru,6.077129841,Energy,Gas pipelines and LNG facilities,Vented,2022,
798,Central and South America,Peru,0.0343794,Energy,Offshore gas,Fugitive,2022,
799,Central and South America,Peru,0.0745961,Energy,Offshore gas,Vented,2022,
800,Central and South America,Peru,0.193562001,Energy,Offshore oil,Flared,2022,
801,Central and South America,Peru,0.104740001,Energy,Offshore oil,Fugitive,2022,
802,Central and South America,Peru,1.419029951,Energy,Offshore oil,Vented,2022,
803,Central and South America,Peru,13.90250015,Energy,Onshore gas,Fugitive,2022,
804,Central and South America,Peru,30.16550064,Energy,Onshore gas,Vented,2022,
805,Central and South America,Peru,2.510400057,Energy,Onshore oil,Flared,2022,
806,Central and South America,Peru,1.985710025,Energy,Onshore oil,Fugitive,2022,
807,Central and South America,Peru,26.90270042,Energy,Onshore oil,Vented,2022,
808,Central and South America,Peru,0.148000002,Energy,Other from coal,All,2022,
809,Central and South America,Peru,7.15099144,Energy,Other from oil and gas,All,2022,
811,Central and South America,Peru,50.46360016,Other,Total,All,2019-2021,
812,Central and South America,Peru,355.0774536,Waste,Total,All,2019-2021,
813,Central and South America,Trinidad and Tobago,4.345527649,Agriculture,Total,All,2019-2021,
814,Central and South America,Trinidad and Tobago,0.131999999,Energy,Bioenergy,All,2022,
815,Central and South America,Trinidad and Tobago,25.76670074,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
816,Central and South America,Trinidad and Tobago,13.73880005,Energy,Gas pipelines and LNG facilities,Vented,2022,
817,Central and South America,Trinidad and Tobago,38.73130035,Energy,Offshore gas,Fugitive,2022,
818,Central and South America,Trinidad and Tobago,84.03890228,Energy,Offshore gas,Vented,2022,
819,Central and South America,Trinidad and Tobago,7.275650024,Energy,Offshore oil,Flared,2022,
820,Central and South America,Trinidad and Tobago,1.146399975,Energy,Offshore oil,Fugitive,2022,
821,Central and South America,Trinidad and Tobago,15.5316,Energy,Offshore oil,Vented,2022,
822,Central and South America,Trinidad and Tobago,1.416239977,Energy,Onshore gas,Fugitive,2022,
823,Central and South America,Trinidad and Tobago,3.072940111,Energy,Onshore gas,Vented,2022,
824,Central and South America,Trinidad and Tobago,4.033599854,Energy,Onshore oil,Flared,2022,
825,Central and South America,Trinidad and Tobago,0.922086,Energy,Onshore oil,Fugitive,2022,
826,Central and South America,Trinidad and Tobago,12.49250031,Energy,Onshore oil,Vented,2022,
827,Central and South America,Trinidad and Tobago,0.921281993,Energy,Other from oil and gas,All,2022,
829,Central and South America,Trinidad and Tobago,5.858375072,Other,Total,All,2019-2021,
830,Central and South America,Trinidad and Tobago,62.29243469,Waste,Total,All,2019-2021,
831,Central and South America,Uruguay,751.9459229,Agriculture,Total,All,2019-2021,
832,Central and South America,Uruguay,6.484000206,Energy,Bioenergy,All,2022,
833,Central and South America,Uruguay,0.073061801,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
834,Central and South America,Uruguay,0.038956601,Energy,Gas pipelines and LNG facilities,Vented,2022,
835,Central and South America,Uruguay,1.003405929,Energy,Other from oil and gas,All,2022,
837,Central and South America,Uruguay,3.511459112,Other,Total,All,2019-2021,
838,Central and South America,Uruguay,138.2672729,Waste,Total,All,2019-2021,
839,Central and South America,Venezuela,1015.064087,Agriculture,Total,All,2019-2021,
840,Central and South America,Venezuela,1.712000012,Energy,Bioenergy,All,2022,
841,Central and South America,Venezuela,89.91120148,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
842,Central and South America,Venezuela,47.94070053,Energy,Gas pipelines and LNG facilities,Vented,2022,
843,Central and South America,Venezuela,15.0866003,Energy,Offshore gas,Fugitive,2022,
844,Central and South America,Venezuela,32.73490143,Energy,Offshore gas,Vented,2022,
845,Central and South America,Venezuela,69.81860352,Energy,Offshore oil,Flared,2022,
846,Central and South America,Venezuela,7.645170212,Energy,Offshore oil,Fugitive,2022,
847,Central and South America,Venezuela,103.5780029,Energy,Offshore oil,Vented,2022,
848,Central and South America,Venezuela,43.00730133,Energy,Onshore gas,Fugitive,2022,
849,Central and South America,Venezuela,93.31690216,Energy,Onshore gas,Vented,2022,
850,Central and South America,Venezuela,516.6900024,Energy,Onshore oil,Flared,2022,
851,Central and South America,Venezuela,110.637001,Energy,Onshore oil,Fugitive,2022,
852,Central and South America,Venezuela,1498.920044,Energy,Onshore oil,Vented,2022,
853,Central and South America,Venezuela,0.02,Energy,Other from coal,All,2022,
854,Central and South America,Venezuela,11.28501797,Energy,Other from oil and gas,All,2022,
855,Central and South America,Venezuela,0.400187999,Energy,Steam coal,All,2022,
857,Central and South America,Venezuela,10.82026005,Other,Total,All,2019-2021,
858,Central and South America,Venezuela,379.9532776,Waste,Total,All,2019-2021,
859,Europe,Denmark,240.0936127,Agriculture,Total,All,2019-2021,
860,Europe,Denmark,18.73600006,Energy,Bioenergy,All,2022,
861,Europe,Denmark,2.726219893,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
862,Europe,Denmark,1.453619957,Energy,Gas pipelines and LNG facilities,Vented,2022,
863,Europe,Denmark,0.902011991,Energy,Offshore gas,Fugitive,2022,
864,Europe,Denmark,1.957180023,Energy,Offshore gas,Vented,2022,
865,Europe,Denmark,1.064829946,Energy,Offshore oil,Flared,2022,
866,Europe,Denmark,0.797982991,Energy,Offshore oil,Fugitive,2022,
867,Europe,Denmark,10.81120014,Energy,Offshore oil,Vented,2022,
868,Europe,Denmark,0.156000003,Energy,Other from coal,All,2022,
869,Europe,Denmark,2.91078949,Energy,Other from oil and gas,All,2022,
871,Europe,Denmark,5.73504591,Other,Total,All,2019-2021,
872,Europe,Denmark,40.26875687,Waste,Total,All,2019-2021,
873,Europe,Estonia,27.72345734,Agriculture,Total,All,2019-2021,
874,Europe,Estonia,7.492000103,Energy,Bioenergy,All,2022,
875,Europe,Estonia,0.457305014,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
876,Europe,Estonia,0.243835002,Energy,Gas pipelines and LNG facilities,Vented,2022,
877,Europe,Estonia,0.189509004,Energy,Onshore oil,Fugitive,2022,
878,Europe,Estonia,2.567490101,Energy,Onshore oil,Vented,2022,
879,Europe,Estonia,0.071999997,Energy,Other from coal,All,2022,
880,Europe,Estonia,0.6021052,Energy,Other from oil and gas,All,2022,
882,Europe,Estonia,2.181041002,Other,Total,All,2019-2021,
883,Europe,Estonia,37.32962418,Waste,Total,All,2019-2021,
884,Europe,European Union,8851.337891,Agriculture,Total,All,2019-2021,
885,Europe,European Union,718.367981,Energy,Bioenergy,All,2022,
886,Europe,European Union,304.9960022,Energy,Coking coal,All,2022,
887,Europe,European Union,458.7090149,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
888,Europe,European Union,244.5839996,Energy,Gas pipelines and LNG facilities,Vented,2022,
889,Europe,European Union,9.014630318,Energy,Offshore gas,Fugitive,2022,
890,Europe,European Union,19.55990028,Energy,Offshore gas,Vented,2022,
891,Europe,European Union,1.691409945,Energy,Offshore oil,Flared,2022,
892,Europe,European Union,1.843619943,Energy,Offshore oil,Fugitive,2022,
893,Europe,European Union,24.97750092,Energy,Offshore oil,Vented,2022,
894,Europe,European Union,44.33060074,Energy,Onshore gas,Fugitive,2022,
895,Europe,European Union,96.18810272,Energy,Onshore gas,Vented,2022,
896,Europe,European Union,6.736599922,Energy,Onshore oil,Flared,2022,
897,Europe,European Union,6.779469967,Energy,Onshore oil,Fugitive,2022,
898,Europe,European Union,91.84899902,Energy,Onshore oil,Vented,2022,
899,Europe,European Union,180.860199,Energy,Other from coal,All,2022,
900,Europe,European Union,201.7899475,Energy,Other from oil and gas,All,2022,
901,Europe,European Union,3.900000095,Energy,Satellite-detected large oil and gas emissions,All,2022,
902,Europe,European Union,344.7919922,Energy,Steam coal,All,2022,
904,Europe,European Union,290.8985596,Other,Total,All,2019-2021,
905,Europe,European Union,4320.99707,Waste,Total,All,2019-2021,
906,Europe,France,1564.221802,Agriculture,Total,All,2019-2021,
907,Europe,France,101.4919968,Energy,Bioenergy,All,2022,
908,Europe,France,40.82229996,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
909,Europe,France,21.76650047,Energy,Gas pipelines and LNG facilities,Vented,2022,
910,Europe,France,0.044234399,Energy,Onshore gas,Fugitive,2022,
911,Europe,France,0.095979497,Energy,Onshore gas,Vented,2022,
912,Europe,France,0.067203797,Energy,Onshore oil,Flared,2022,
913,Europe,France,0.223030001,Energy,Onshore oil,Fugitive,2022,
914,Europe,France,3.021630049,Energy,Onshore oil,Vented,2022,
915,Europe,France,1.059999943,Energy,Other from coal,All,2022,
916,Europe,France,25.00359344,Energy,Other from oil and gas,All,2022,
918,Europe,France,39.94035721,Other,Total,All,2019-2021,
919,Europe,France,630.8741455,Waste,Total,All,2019-2021,
920,Europe,Germany,1269.368652,Agriculture,Total,All,2019-2021,
921,Europe,Germany,114.1360016,Energy,Bioenergy,All,2022,
922,Europe,Germany,0.086830497,Energy,Coking coal,All,2022,
923,Europe,Germany,84.29160309,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
924,Europe,Germany,44.94440079,Energy,Gas pipelines and LNG facilities,Vented,2022,
925,Europe,Germany,0.0107698,Energy,Offshore gas,Fugitive,2022,
926,Europe,Germany,0.0233682,Energy,Offshore gas,Vented,2022,
927,Europe,Germany,0.318466008,Energy,Offshore oil,Fugitive,2022,
928,Europe,Germany,4.314610004,Energy,Offshore oil,Vented,2022,
929,Europe,Germany,5.684599876,Energy,Onshore gas,Fugitive,2022,
930,Europe,Germany,12.33440018,Energy,Onshore gas,Vented,2022,
931,Europe,Germany,0.251691014,Energy,Onshore oil,Fugitive,2022,
932,Europe,Germany,3.409929991,Energy,Onshore oil,Vented,2022,
933,Europe,Germany,39.32740021,Energy,Other from coal,All,2022,
934,Europe,Germany,43.88136292,Energy,Other from oil and gas,All,2022,
935,Europe,Germany,0.0782919,Energy,Steam coal,All,2022,
937,Europe,Germany,67.88993073,Other,Total,All,2019-2021,
938,Europe,Germany,605.1366577,Waste,Total,All,2019-2021,
939,Europe,Israel,39.84008789,Agriculture,Total,All,2019-2021,
940,Europe,Israel,0.231999993,Energy,Bioenergy,All,2022,
941,Europe,Israel,9.157409668,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
942,Europe,Israel,4.882740021,Energy,Gas pipelines and LNG facilities,Vented,2022,
943,Europe,Israel,7.401080132,Energy,Offshore gas,Fugitive,2022,
944,Europe,Israel,16.05879974,Energy,Offshore gas,Vented,2022,
945,Europe,Israel,0.159999996,Energy,Other from coal,All,2022,
946,Europe,Israel,5.316966534,Energy,Other from oil and gas,All,2022,
948,Europe,Israel,0.670694709,Other,Total,All,2019-2021,
949,Europe,Israel,282.4595642,Waste,Total,All,2019-2021,
950,Europe,Italy,800.0471191,Agriculture,Total,All,2019-2021,
951,Europe,Italy,85.55999756,Energy,Bioenergy,All,2022,
952,Europe,Italy,92.07659912,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
953,Europe,Italy,49.09529877,Energy,Gas pipelines and LNG facilities,Vented,2022,
954,Europe,Italy,1.507429957,Energy,Offshore gas,Fugitive,2022,
955,Europe,Italy,3.270809889,Energy,Offshore gas,Vented,2022,
956,Europe,Italy,0.111759998,Energy,Offshore oil,Fugitive,2022,
957,Europe,Italy,1.51414001,Energy,Offshore oil,Vented,2022,
958,Europe,Italy,1.475399971,Energy,Onshore gas,Fugitive,2022,
959,Europe,Italy,3.201319933,Energy,Onshore gas,Vented,2022,
960,Europe,Italy,1.196760058,Energy,Onshore oil,Fugitive,2022,
961,Europe,Italy,16.21389961,Energy,Onshore oil,Vented,2022,
962,Europe,Italy,0.444000006,Energy,Other from coal,All,2022,
963,Europe,Italy,30.11903763,Energy,Other from oil and gas,All,2022,
965,Europe,Italy,30.06378937,Other,Total,All,2019-2021,
966,Europe,Italy,579.5969238,Waste,Total,All,2019-2021,
967,Europe,Netherlands,466.8436584,Agriculture,Total,All,2019-2021,
968,Europe,Netherlands,14.42800045,Energy,Bioenergy,All,2022,
969,Europe,Netherlands,1.893610001,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
970,Europe,Netherlands,1.009680033,Energy,Gas pipelines and LNG facilities,Vented,2022,
971,Europe,Netherlands,0.318385005,Energy,Offshore gas,Fugitive,2022,
972,Europe,Netherlands,0.690829992,Energy,Offshore gas,Vented,2022,
973,Europe,Netherlands,0.00116356,Energy,Offshore oil,Flared,2022,
974,Europe,Netherlands,0.00317945,Energy,Offshore oil,Fugitive,2022,
975,Europe,Netherlands,0.043075498,Energy,Offshore oil,Vented,2022,
976,Europe,Netherlands,0.238220006,Energy,Onshore gas,Fugitive,2022,
977,Europe,Netherlands,0.516887009,Energy,Onshore gas,Vented,2022,
978,Europe,Netherlands,0.0010811,Energy,Onshore oil,Flared,2022,
979,Europe,Netherlands,0.00359592,Energy,Onshore oil,Fugitive,2022,
980,Europe,Netherlands,0.048717901,Energy,Onshore oil,Vented,2022,
981,Europe,Netherlands,0.287999988,Energy,Other from coal,All,2022,
